,code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,module_presentation_length,days_studied,activities_engaged,total_clicks,assessments_completed,average_assessment_score
6023,BBB,2014J,582709,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,-31.0,262.0,262,20.0,123.0,513.0,0.8333333333333334,78.0
6024,BBB,2014J,582816,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,120,N,Fail,-136.0,262.0,262,6.0,34.0,52.0,0.16666666666666666,100.0
6025,BBB,2014J,582898,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-156.0,262.0,262,77.0,348.0,1299.0,0.8333333333333334,61.2
6026,BBB,2014J,582933,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,-122.0,160.0,262,14.0,93.0,234.0,0.3333333333333333,47.5
6027,BBB,2014J,582964,F,Scotland,Lower Than A Level,70-80%,35-55,0,60,N,Pass,-122.0,262.0,262,73.0,430.0,2498.0,0.8333333333333334,51.0
6028,BBB,2014J,583179,F,London Region,Lower Than A Level,0-10%,0-35,1,60,N,Withdrawn,-32.0,5.0,262,3.0,24.0,48.0,0.0,0.0
6029,BBB,2014J,583775,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,120,N,Pass,-41.0,262.0,262,49.0,167.0,304.0,0.8333333333333334,45.2
6030,BBB,2014J,583843,F,Scotland,Lower Than A Level,30-40%,0-35,2,60,N,Distinction,-57.0,262.0,262,62.0,368.0,1752.0,0.8333333333333334,64.2
6031,BBB,2014J,583954,F,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-136.0,262.0,262,30.0,156.0,422.0,0.8333333333333334,51.8
6032,BBB,2014J,584509,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,-39.0,262.0,262,96.0,482.0,1611.0,0.8333333333333334,88.4
6033,BBB,2014J,584539,F,Scotland,HE Qualification,10-20,0-35,0,60,N,Pass,-80.0,262.0,262,148.0,594.0,2901.0,0.8333333333333334,73.0
6034,BBB,2014J,584733,F,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Distinction,-25.0,262.0,262,60.0,251.0,2321.0,0.8333333333333334,68.6
6035,BBB,2014J,584864,F,South West Region,A Level or Equivalent,40-50%,35-55,0,120,N,Pass,-43.0,262.0,262,117.0,543.0,2983.0,0.8333333333333334,68.8
6036,BBB,2014J,585074,F,London Region,Lower Than A Level,40-50%,35-55,1,60,N,Fail,-50.0,262.0,262,1.0,4.0,4.0,0.16666666666666666,1.0
6037,BBB,2014J,585762,F,Wales,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,-17.0,262.0,262,28.0,131.0,472.0,0.8333333333333334,72.4
6038,BBB,2014J,585963,F,East Midlands Region,A Level or Equivalent,10-20,0-35,1,60,Y,Withdrawn,-70.0,167.0,262,45.0,118.0,541.0,0.5,73.66666666666667
6039,BBB,2014J,586036,F,Ireland,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-77.0,262.0,262,67.0,273.0,1226.0,0.8333333333333334,56.8
6040,BBB,2014J,586134,F,London Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass,-58.0,262.0,262,36.0,183.0,572.0,0.8333333333333334,59.0
6042,BBB,2014J,586180,F,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-37.0,262.0,262,15.0,81.0,396.0,0.8333333333333334,56.4
6043,BBB,2014J,586376,F,South West Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,-122.0,262.0,262,88.0,436.0,1468.0,0.8333333333333334,86.6
6044,BBB,2014J,586398,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn,-113.0,12.0,262,2.0,5.0,14.0,0.16666666666666666,100.0
6045,BBB,2014J,586502,F,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass,-2.0,262.0,262,82.0,269.0,865.0,0.8333333333333334,43.4
6046,BBB,2014J,586516,F,South East Region,A Level or Equivalent,40-50%,35-55,1,60,N,Distinction,-87.0,262.0,262,58.0,565.0,2582.0,0.8333333333333334,83.0
6047,BBB,2014J,586561,F,Wales,Lower Than A Level,0-10%,35-55,0,90,Y,Withdrawn,-39.0,53.0,262,10.0,74.0,184.0,0.16666666666666666,50.0
6048,BBB,2014J,586652,F,South East Region,HE Qualification,60-70%,0-35,0,90,N,Pass,-151.0,262.0,262,39.0,173.0,633.0,0.8333333333333334,46.0
6049,BBB,2014J,586818,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,Y,Fail,-70.0,262.0,262,14.0,72.0,297.0,0.3333333333333333,85.0
6050,BBB,2014J,587037,M,South East Region,HE Qualification,80-90%,0-35,0,120,N,Withdrawn,-95.0,187.0,262,17.0,43.0,100.0,0.3333333333333333,35.5
6051,BBB,2014J,587054,F,Wales,HE Qualification,80-90%,35-55,0,60,N,Pass,-32.0,262.0,262,65.0,399.0,1910.0,0.8333333333333334,81.8
6052,BBB,2014J,587434,F,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,-162.0,52.0,262,7.0,47.0,153.0,0.16666666666666666,1.0
6053,BBB,2014J,587459,F,Wales,Lower Than A Level,20-30%,35-55,0,60,N,Pass,-143.0,262.0,262,83.0,368.0,1645.0,0.8333333333333334,72.0
6054,BBB,2014J,587860,F,North Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,-157.0,262.0,262,23.0,74.0,123.0,0.8333333333333334,40.6
6055,BBB,2014J,588062,F,London Region,Lower Than A Level,40-50%,35-55,0,120,N,Withdrawn,-63.0,12.0,262,8.0,49.0,158.0,0.16666666666666666,100.0
6056,BBB,2014J,588166,F,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,-157.0,149.0,262,20.0,85.0,179.0,0.5,39.0
6057,BBB,2014J,588207,F,Ireland,Lower Than A Level,60-70%,35-55,2,60,N,Fail,-22.0,262.0,262,8.0,103.0,405.0,0.16666666666666666,100.0
6058,BBB,2014J,588251,M,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,-155.0,262.0,262,48.0,191.0,619.0,0.8333333333333334,46.4
6059,BBB,2014J,588944,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-94.0,262.0,262,78.0,324.0,986.0,0.8333333333333334,86.8
6060,BBB,2014J,588991,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,120,N,Fail,-25.0,262.0,262,7.0,15.0,37.0,0.16666666666666666,100.0
6061,BBB,2014J,589133,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,-60.0,262.0,262,91.0,340.0,865.0,0.8333333333333334,64.8
6062,BBB,2014J,589554,F,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-87.0,262.0,262,32.0,205.0,705.0,0.8333333333333334,79.4
6063,BBB,2014J,589621,F,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,-162.0,262.0,262,113.0,479.0,1836.0,0.8333333333333334,82.8
6064,BBB,2014J,589935,F,London Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn,-162.0,157.0,262,16.0,48.0,79.0,0.5,72.0
6065,BBB,2014J,589968,F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,-29.0,12.0,262,5.0,33.0,72.0,0.16666666666666666,1.0
6066,BBB,2014J,590086,F,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-73.0,262.0,262,44.0,129.0,589.0,0.8333333333333334,79.4
6067,BBB,2014J,590122,F,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-99.0,262.0,262,19.0,89.0,599.0,0.8333333333333334,71.6
6068,BBB,2014J,590416,F,London Region,HE Qualification,20-30%,35-55,1,60,N,Fail,-130.0,262.0,262,31.0,157.0,442.0,0.6666666666666666,36.5
6069,BBB,2014J,590444,F,South Region,A Level or Equivalent,50-60%,35-55,0,60,N,Withdrawn,-49.0,186.0,262,68.0,241.0,446.0,0.6666666666666666,59.75
6070,BBB,2014J,590593,F,North Western Region,Lower Than A Level,10-20,35-55,0,60,N,Withdrawn,-78.0,107.0,262,21.0,86.0,348.0,0.3333333333333333,91.5
6071,BBB,2014J,590668,F,Yorkshire Region,Lower Than A Level,50-60%,35-55,1,120,N,Pass,-37.0,262.0,262,62.0,246.0,870.0,0.8333333333333334,68.4
6072,BBB,2014J,590764,F,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,Withdrawn,-30.0,12.0,262,5.0,40.0,93.0,0.16666666666666666,1.0
6073,BBB,2014J,590854,F,North Region,HE Qualification,0-10%,0-35,0,120,N,Distinction,-100.0,262.0,262,80.0,358.0,1258.0,0.8333333333333334,68.2
6074,BBB,2014J,590867,M,London Region,A Level or Equivalent,40-50%,35-55,1,90,N,Withdrawn,-80.0,12.0,262,7.0,30.0,50.0,0.16666666666666666,0.0
6075,BBB,2014J,591159,M,South Region,Lower Than A Level,80-90%,0-35,0,60,Y,Withdrawn,-30.0,102.0,262,22.0,116.0,363.0,0.3333333333333333,86.0
6076,BBB,2014J,591986,M,West Midlands Region,Lower Than A Level,0-10%,0-35,1,120,N,Withdrawn,-78.0,198.0,262,22.0,102.0,241.0,0.5,75.66666666666667
6077,BBB,2014J,591999,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,-121.0,151.0,262,28.0,149.0,471.0,0.5,85.66666666666667
6078,BBB,2014J,592135,F,North Western Region,Lower Than A Level,0-10%,35-55,0,180,N,Pass,-71.0,262.0,262,120.0,704.0,2974.0,0.8333333333333334,64.2
6079,BBB,2014J,592139,F,Wales,A Level or Equivalent,50-60%,35-55,0,60,N,Distinction,-120.0,262.0,262,59.0,349.0,1453.0,0.8333333333333334,85.6
6080,BBB,2014J,592258,F,South East Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,-136.0,262.0,262,85.0,521.0,2274.0,0.8333333333333334,80.0
6081,BBB,2014J,592262,M,South West Region,Lower Than A Level,90-100%,0-35,1,60,N,Withdrawn,-30.0,5.0,262,16.0,94.0,192.0,0.16666666666666666,100.0
6082,BBB,2014J,592733,F,East Anglian Region,HE Qualification,90-100%,0-35,0,120,N,Pass,-154.0,262.0,262,46.0,230.0,825.0,0.8333333333333334,84.2
6083,BBB,2014J,592815,F,West Midlands Region,No Formal quals,0-10%,0-35,1,60,N,Withdrawn,-88.0,12.0,262,0.0,0.0,0.0,0.0,0.0
6084,BBB,2014J,593000,M,Wales,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,-28.0,262.0,262,14.0,57.0,127.0,0.8333333333333334,56.2
6085,BBB,2014J,593346,F,North Western Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass,-151.0,262.0,262,41.0,214.0,1199.0,0.8333333333333334,61.4
6086,BBB,2014J,593476,F,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-144.0,262.0,262,55.0,259.0,754.0,0.8333333333333334,73.6
6087,BBB,2014J,593583,M,Wales,Lower Than A Level,90-100%,35-55,0,120,N,Withdrawn,-39.0,150.0,262,9.0,39.0,86.0,0.5,69.66666666666667
6088,BBB,2014J,593791,F,South West Region,A Level or Equivalent,70-80%,35-55,0,60,N,Withdrawn,-16.0,11.0,262,2.0,8.0,32.0,0.0,0.0
6089,BBB,2014J,593819,F,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,-53.0,62.0,262,6.0,30.0,76.0,0.16666666666666666,100.0
6090,BBB,2014J,594083,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,240,N,Pass,-80.0,262.0,262,55.0,310.0,1186.0,0.8333333333333334,78.4
6091,BBB,2014J,594282,F,South East Region,A Level or Equivalent,60-70%,0-35,0,120,N,Distinction,-156.0,262.0,262,53.0,327.0,1289.0,0.8333333333333334,88.4
6092,BBB,2014J,594872,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-131.0,262.0,262,45.0,276.0,999.0,0.8333333333333334,71.6
6093,BBB,2014J,595130,F,Wales,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-63.0,262.0,262,19.0,144.0,372.0,0.8333333333333334,60.6
6094,BBB,2014J,595137,F,Yorkshire Region,A Level or Equivalent,90-100%,0-35,1,60,N,Fail,-50.0,262.0,262,12.0,59.0,119.0,0.5,43.333333333333336
6095,BBB,2014J,595365,F,South East Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,-135.0,262.0,262,59.0,324.0,1430.0,0.8333333333333334,65.4
6096,BBB,2014J,595421,F,South East Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,-162.0,262.0,262,31.0,143.0,509.0,0.8333333333333334,54.4
6097,BBB,2014J,595892,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,-157.0,262.0,262,26.0,183.0,595.0,0.8333333333333334,59.0
6098,BBB,2014J,596072,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,-35.0,12.0,262,2.0,5.0,8.0,0.16666666666666666,100.0
6099,BBB,2014J,596128,F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,60,N,Fail,-52.0,262.0,262,70.0,272.0,1159.0,0.8333333333333334,64.0
6100,BBB,2014J,596151,F,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Fail,-30.0,262.0,262,19.0,68.0,149.0,0.3333333333333333,25.0
6101,BBB,2014J,596496,F,West Midlands Region,HE Qualification,70-80%,0-35,0,180,N,Withdrawn,-21.0,12.0,262,2.0,24.0,42.0,0.16666666666666666,100.0
6102,BBB,2014J,596513,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,-120.0,262.0,262,110.0,487.0,1495.0,0.8333333333333334,58.0
6103,BBB,2014J,596728,F,Wales,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-28.0,262.0,262,29.0,221.0,699.0,0.8333333333333334,85.0
6104,BBB,2014J,596744,F,West Midlands Region,HE Qualification,0-10%,0-35,0,120,N,Withdrawn,-99.0,12.0,262,0.0,0.0,0.0,0.0,0.0
6105,BBB,2014J,596988,F,West Midlands Region,Lower Than A Level,20-30%,0-35,1,60,Y,Pass,-154.0,262.0,262,76.0,295.0,912.0,0.8333333333333334,84.8
6106,BBB,2014J,597532,F,South West Region,Lower Than A Level,60-70%,35-55,1,120,N,Withdrawn,-155.0,24.0,262,0.0,0.0,0.0,0.0,0.0
6107,BBB,2014J,597539,F,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,-85.0,262.0,262,8.0,48.0,96.0,0.16666666666666666,100.0
6108,BBB,2014J,597744,F,North Region,Lower Than A Level,0-10%,0-35,1,60,N,Withdrawn,-157.0,163.0,262,5.0,53.0,175.0,0.5,32.333333333333336
6109,BBB,2014J,597853,F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-109.0,121.0,262,14.0,82.0,185.0,0.3333333333333333,86.5
6110,BBB,2014J,598035,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-79.0,262.0,262,15.0,44.0,116.0,0.8333333333333334,69.2
6111,BBB,2014J,598201,F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Pass,-74.0,262.0,262,38.0,169.0,414.0,0.8333333333333334,59.6
6112,BBB,2014J,598282,F,Ireland,Lower Than A Level,90-100%,0-35,1,60,N,Pass,-94.0,262.0,262,91.0,485.0,1661.0,0.8333333333333334,78.0
6113,BBB,2014J,598313,M,London Region,A Level or Equivalent,40-50%,35-55,1,120,N,Pass,-58.0,262.0,262,26.0,119.0,699.0,0.8333333333333334,74.2
6114,BBB,2014J,598395,F,Wales,Lower Than A Level,30-40%,0-35,0,60,Y,Withdrawn,-32.0,58.0,262,2.0,4.0,6.0,0.0,0.0
6115,BBB,2014J,598581,F,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-88.0,262.0,262,26.0,147.0,714.0,0.8333333333333334,45.8
6116,BBB,2014J,598769,F,Wales,Lower Than A Level,20-30%,0-35,2,180,N,Fail,-25.0,262.0,262,20.0,107.0,296.0,0.3333333333333333,79.5
6117,BBB,2014J,598837,F,Wales,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-99.0,262.0,262,33.0,216.0,766.0,0.8333333333333334,53.4
6118,BBB,2014J,599108,F,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,-57.0,262.0,262,19.0,78.0,291.0,0.8333333333333334,82.0
6119,BBB,2014J,599323,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Fail,-64.0,262.0,262,17.0,108.0,407.0,0.0,0.0
6120,BBB,2014J,599355,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,-53.0,262.0,262,51.0,252.0,966.0,0.8333333333333334,65.8
6121,BBB,2014J,599644,F,Wales,Lower Than A Level,10-20,35-55,1,60,Y,Withdrawn,-35.0,1.0,262,1.0,4.0,21.0,0.0,0.0
6122,BBB,2014J,600398,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-141.0,262.0,262,39.0,162.0,443.0,0.8333333333333334,51.4
6123,BBB,2014J,600404,F,North Western Region,Lower Than A Level,40-50%,35-55,0,60,N,Fail,-49.0,262.0,262,7.0,52.0,134.0,0.16666666666666666,100.0
6124,BBB,2014J,600415,F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-51.0,262.0,262,72.0,446.0,1541.0,0.8333333333333334,79.4
6125,BBB,2014J,600428,F,South East Region,A Level or Equivalent,70-80%,35-55,1,60,N,Pass,-129.0,262.0,262,70.0,278.0,847.0,0.8333333333333334,65.0
6126,BBB,2014J,600463,F,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,Y,Pass,-39.0,262.0,262,17.0,58.0,147.0,0.8333333333333334,65.4
6127,BBB,2014J,600606,F,South Region,Lower Than A Level,90-100%,35-55,0,60,Y,Pass,-94.0,262.0,262,42.0,186.0,661.0,0.8333333333333334,58.2
6128,BBB,2014J,600658,F,Wales,Lower Than A Level,40-50%,0-35,2,120,N,Fail,-70.0,262.0,262,15.0,45.0,89.0,0.16666666666666666,100.0
6129,BBB,2014J,600664,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,-151.0,262.0,262,63.0,240.0,967.0,0.8333333333333334,79.2
6130,BBB,2014J,601247,M,Scotland,HE Qualification,40-50%,35-55,0,60,N,Pass,-81.0,262.0,262,37.0,313.0,1177.0,0.8333333333333334,71.6
6131,BBB,2014J,601316,F,South West Region,Lower Than A Level,40-50%,35-55,1,60,N,Withdrawn,-79.0,118.0,262,9.0,59.0,142.0,0.3333333333333333,40.5
6132,BBB,2014J,601706,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,1,120,Y,Pass,-37.0,262.0,262,37.0,149.0,421.0,0.5,94.0
6133,BBB,2014J,601803,F,North Region,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,-155.0,262.0,262,20.0,130.0,316.0,0.3333333333333333,85.0
6134,BBB,2014J,601874,F,Wales,Lower Than A Level,10-20,35-55,0,60,N,Fail,-4.0,262.0,262,38.0,328.0,849.0,0.8333333333333334,71.0
6135,BBB,2014J,601930,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,-81.0,53.0,262,12.0,32.0,53.0,0.3333333333333333,76.5
6136,BBB,2014J,601983,F,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn,-129.0,201.0,262,158.0,612.0,1601.0,0.6666666666666666,71.5
6137,BBB,2014J,602109,F,Ireland,Lower Than A Level,60-70%,35-55,0,60,N,Fail,-25.0,262.0,262,15.0,58.0,128.0,0.8333333333333334,65.2
6138,BBB,2014J,602448,F,Ireland,A Level or Equivalent,70-80%,0-35,1,60,N,Fail,16.0,262.0,262,0.0,0.0,0.0,0.3333333333333333,57.5
6139,BBB,2014J,602471,M,London Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass,-81.0,262.0,262,84.0,573.0,1997.0,0.8333333333333334,71.0
6140,BBB,2014J,602570,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,2,120,N,Fail,-129.0,262.0,262,22.0,87.0,277.0,0.8333333333333334,37.8
6141,BBB,2014J,602666,F,South East Region,A Level or Equivalent,20-30%,0-35,1,90,Y,Pass,-45.0,262.0,262,13.0,56.0,149.0,0.8333333333333334,58.2
6142,BBB,2014J,602696,F,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,60,N,Distinction,-153.0,262.0,262,54.0,379.0,1338.0,0.8333333333333334,85.8
6143,BBB,2014J,602779,F,London Region,No Formal quals,50-60%,35-55,0,300,N,Pass,-30.0,262.0,262,51.0,323.0,1304.0,0.8333333333333334,71.2
6144,BBB,2014J,602865,F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-157.0,262.0,262,102.0,588.0,2049.0,0.8333333333333334,52.6
6145,BBB,2014J,602943,M,East Anglian Region,Lower Than A Level,50-60%,0-35,1,60,N,Distinction,-53.0,262.0,262,54.0,363.0,975.0,0.8333333333333334,87.2
6146,BBB,2014J,603055,F,Wales,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-38.0,262.0,262,27.0,142.0,312.0,0.8333333333333334,73.4
6147,BBB,2014J,603113,F,South East Region,A Level or Equivalent,10-20,0-35,1,60,Y,Pass,-65.0,262.0,262,38.0,203.0,670.0,0.8333333333333334,65.0
6148,BBB,2014J,603121,F,Ireland,Lower Than A Level,0-10%,35-55,0,60,N,Fail,-11.0,262.0,262,3.0,20.0,34.0,0.16666666666666666,58.0
6149,BBB,2014J,603200,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-85.0,262.0,262,38.0,150.0,365.0,0.8333333333333334,59.8
6150,BBB,2014J,603580,F,South East Region,Lower Than A Level,70-80%,35-55,0,120,N,Pass,-17.0,262.0,262,135.0,738.0,2659.0,0.8333333333333334,59.0
6151,BBB,2014J,603731,M,Scotland,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-84.0,262.0,262,62.0,406.0,1530.0,0.8333333333333334,54.0
6152,BBB,2014J,603746,F,London Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-122.0,262.0,262,10.0,40.0,100.0,0.8333333333333334,80.6
6153,BBB,2014J,603921,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,180,N,Pass,-35.0,262.0,262,34.0,130.0,431.0,0.8333333333333334,76.6
6154,BBB,2014J,604358,F,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-52.0,262.0,262,80.0,412.0,1456.0,0.8333333333333334,84.0
6155,BBB,2014J,604725,F,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,60,N,Distinction,-116.0,262.0,262,97.0,375.0,1610.0,0.8333333333333334,64.0
6156,BBB,2014J,604950,F,London Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,-29.0,262.0,262,108.0,679.0,2481.0,0.8333333333333334,79.6
6157,BBB,2014J,604990,F,East Anglian Region,Lower Than A Level,30-40%,35-55,0,120,N,Pass,-162.0,262.0,262,163.0,790.0,2384.0,0.8333333333333334,50.8
6158,BBB,2014J,605068,F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-162.0,262.0,262,106.0,474.0,1854.0,0.8333333333333334,55.4
6159,BBB,2014J,605089,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,180,Y,Pass,-136.0,262.0,262,32.0,135.0,407.0,0.8333333333333334,62.8
6160,BBB,2014J,605186,F,London Region,Lower Than A Level,20-30%,0-35,0,120,N,Fail,-28.0,262.0,262,6.0,21.0,50.0,0.0,0.0
6161,BBB,2014J,605243,F,East Anglian Region,HE Qualification,80-90%,0-35,0,60,N,Pass,-157.0,262.0,262,59.0,321.0,1332.0,0.8333333333333334,83.4
6162,BBB,2014J,605383,F,North Region,A Level or Equivalent,10-20,0-35,0,180,N,Withdrawn,-28.0,48.0,262,3.0,10.0,19.0,0.16666666666666666,1.0
6163,BBB,2014J,605770,F,Wales,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,-30.0,262.0,262,28.0,160.0,539.0,0.8333333333333334,74.8
6165,BBB,2014J,605901,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,Y,Withdrawn,-142.0,150.0,262,18.0,143.0,296.0,0.5,81.66666666666667
6166,BBB,2014J,606004,F,London Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,-29.0,4.0,262,3.0,9.0,15.0,0.0,0.0
6167,BBB,2014J,606027,F,South West Region,Lower Than A Level,70-80%,0-35,0,60,Y,Pass,-51.0,262.0,262,49.0,305.0,1490.0,0.8333333333333334,80.8
6168,BBB,2014J,606105,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-100.0,262.0,262,12.0,71.0,170.0,0.8333333333333334,56.6
6169,BBB,2014J,606134,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-108.0,262.0,262,56.0,336.0,1408.0,0.8333333333333334,73.4
6170,BBB,2014J,606239,F,Scotland,HE Qualification,60-70%,35-55,0,60,N,Pass,-30.0,262.0,262,63.0,300.0,800.0,0.8333333333333334,62.0
6171,BBB,2014J,606391,F,Yorkshire Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,-58.0,262.0,262,60.0,346.0,1655.0,0.8333333333333334,83.6
6172,BBB,2014J,606442,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-136.0,262.0,262,26.0,186.0,773.0,0.8333333333333334,47.8
6173,BBB,2014J,606517,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-29.0,262.0,262,22.0,99.0,231.0,0.8333333333333334,54.0
6174,BBB,2014J,606531,F,London Region,HE Qualification,20-30%,0-35,0,120,Y,Fail,-81.0,262.0,262,2.0,7.0,7.0,0.3333333333333333,30.5
6176,BBB,2014J,606586,F,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-73.0,262.0,262,9.0,17.0,30.0,0.8333333333333334,81.4
6177,BBB,2014J,606861,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-135.0,262.0,262,50.0,297.0,861.0,0.8333333333333334,76.2
6178,BBB,2014J,606864,F,South East Region,HE Qualification,10-20,0-35,0,60,N,Pass,-70.0,262.0,262,23.0,102.0,385.0,0.8333333333333334,50.8
6179,BBB,2014J,606914,F,South East Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,-150.0,163.0,262,8.0,24.0,37.0,0.5,35.0
6180,BBB,2014J,607062,F,Scotland,Lower Than A Level,20-30%,0-35,1,120,N,Pass,-45.0,262.0,262,66.0,241.0,571.0,0.8333333333333334,37.2
6181,BBB,2014J,607176,F,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,-35.0,200.0,262,20.0,110.0,324.0,0.6666666666666666,71.0
6182,BBB,2014J,607603,F,South Region,A Level or Equivalent,80-90%,0-35,1,60,N,Pass,-48.0,262.0,262,39.0,155.0,665.0,0.8333333333333334,61.0
